x1,y1,z1,x2,y2,z2
-0.858927762914,0.121607854144,-0.0678156933388,-0.100387678599,0.14252201109,-0.0850216981743
0.759678101763,1.67084933716,0.389506443363,-0.841098362432,0.745253687488,0.0772495602215
1.6178351592,0.671663712413,0.676541754404,-0.086900337279,1.16250599725,0.822100957178
1.87830282065,0.985942302305,1.75657907672,-0.418153015989,2.47176489125,0.234493023372
0.809847170863,-0.115243084349,-0.958695112654,-0.197122458852,-1.69476239552,1.32486987031
0.268555760283,1.33798679839,0.225931050084,0.0391933774019,-0.48991323684,1.35806542101
2.30810416239,-0.179934882508,-0.23357228432,-0.759329967599,1.84409425219,-0.737286816662
0.282888011561,0.540179686408,-1.33222052754,-1.29266640992,0.367526589193,-0.563373179749
1.75225768912,0.21604728214,0.162127715405,0.950624526622,-0.328695718905,-0.0551875444142
-0.0858584825427,-0.0302080518868,-0.210695836441,1.52725553555,2.14081057301,-0.104727172455
-0.664926809221,0.919135827055,0.00243653681466,2.25231901948,2.03064486378,0.653748756692
-0.548288732801,-0.528565328027,-0.801092913329,1.84936962902,-0.904917704389,1.99993870003
0.935236191463,1.83941068702,0.0206282397949,0.833618714205,-0.736099553953,2.1181425229
-1.02421230779,1.04539009448,0.204366050782,2.42998331172,-0.479945186555,1.5259703198
0.644847152488,-1.44498718643,0.505718797501,1.73583322891,1.05076717167,-0.621228886025
0.0793568349027,0.561038457617,0.325802711625,3.19694965552,2.31045246862,0.409865697587
0.376719868063,0.650872400394,-0.416340063844,-0.909512478385,3.56214860102,0.65584453111
0.462240513173,0.263067896694,0.36065197589,0.983932265051,-1.24356092573,2.11519050918
0.973028103151,-0.0170236540958,0.107801293861,-0.992449424459,2.81251569105,0.311775993159
-0.114269985428,-1.08098614985,0.552783953522,2.349425425,0.0354567947856,1.78321165695
-0.033940830122,-1.35846617243,1.82133354725,-1.60550784046,-0.764543463049,0.472856801961
0.811377010177,0.448653432745,-0.69883818517,2.68216122416,-0.463534094967,0.918408722859
0.173216762098,-1.21301578164,-0.213115797791,2.22665169157,0.121969881263,3.36357867891
1.13050378279,0.941622525938,1.43330313383,-0.775707830008,3.10372387334,0.253121323865
0.553484661867,1.18752171196,-0.344003528037,0.569030921894,-3.07803266701,2.00494245448
0.440805181912,1.07214906289,1.1156507032,0.310849282625,3.94722158567,0.725818892026
0.148990837935,0.219255727314,1.77593503521,2.39935206131,-2.3010720086,-0.791414427718
-0.493219257424,-0.239453747229,0.558619347352,-1.66045702411,0.522405164718,0.339800250917
-0.40049507589,-0.988446275058,0.862122886939,3.76747878057,2.09399114056,1.43633692227
0.624356936003,0.133817727241,0.897810621164,3.05333459172,-0.206807957036,-0.644759286391
-1.34714271255,1.65448647859,1.45440281373,-3.35932368186,-0.102937553009,1.06252011487
-1.33109047124,1.27120897034,-1.0706190343,3.43730482552,1.93741482093,-0.884604393579
0.580407752205,-1.08102680178,1.31692285243,-3.07611001807,2.13939929808,0.590838097803
1.31228189798,-0.419799996933,-1.3261700212,-0.842850343527,2.31731711195,-1.77517601605
1.16625104479,-0.447175179695,0.922215687168,3.50008556345,2.04266966673,1.03386775027
0.372976659017,0.118451435332,2.50946592048,0.165085596719,-2.83044062307,-0.451081715245
0.33595979347,-0.0223066375921,-1.94369276491,-0.339561268287,-1.29617222855,2.89900356475
-0.791263889586,-0.425602183962,2.61258200886,-1.74747448536,-0.0602624529294,1.50485074307
2.95679346521,-0.411493590312,-0.791526109635,3.56148886503,-0.288215534329,-0.199970622936
-1.44635853127,-0.719385329248,1.64217000504,1.8353330132,3.93478999833,2.71850157406
0.802371733213,0.362414702244,-0.400760791538,-1.90428086596,0.185708369263,-2.37896493905
2.69594639721,0.743830525207,-0.573741315769,-0.912688959871,-0.495944639256,-1.03295302469
-1.80577115012,2.8060588424,-0.323618444674,-2.37825362991,-0.147527715708,1.42318432732
-0.585443782182,-1.57681491722,-0.315321944337,,,
1.74147234306,1.97829504919,1.51073967987,,,
0.0551660441537,-0.485791255905,-0.179071893477,,,
0.218995819792,-0.471516165045,2.34244915564,,,
1.56944606413,-0.970200509502,0.373867515259,,,
-0.947713487167,0.144654488986,1.74822285426,,,
0.21531704968,-1.15546801186,0.639409013862,,,
0.283274664607,-0.798790321471,2.70923555876,,,
-1.03433101051,1.07185451408,-0.68348860724,,,
0.427567525355,-1.69763724423,1.45698446097,,,
-0.29651815918,-0.369829035766,2.83914020175,,,
1.71666047058,-2.05203667702,1.33604407133,,,
-0.0124001672318,-0.42144791923,0.382758415808,,,
1.25319441867,2.43864496915,0.268927845133,,,


